Project,Task ID,Title,Column,Priority,Labels,Description,Created
"Risk-Adjusted Position Sizing Calculator API","ps-5","Build options-specific sizing with Greeks risk limits","backlog","medium","Options; Massive","For options positions: size based on delta-dollar exposure, max theta decay per day, gamma risk limits, and vega exposure limits. Support multi-leg strategies. Output position size in contracts.","2026-02-07T00:00:00.000Z"
"Risk-Adjusted Position Sizing Calculator API","ps-6","Create RESTful API with comprehensive endpoints","backlog","medium","API","Endpoints: /size/stock (equity sizing), /size/options (options sizing), /portfolio/risk (portfolio analysis), /regime (current vol regime), /limits (check against risk limits). FastAPI with <100ms response time.","2026-02-07T00:00:00.000Z"
"Risk-Adjusted Position Sizing Calculator API","ps-7","Build risk simulation engine (Monte Carlo)","backlog","medium","Data","Monte Carlo simulation for proposed position: 10,000 scenarios with correlated returns. Output: probability of max loss, expected portfolio drawdown, VaR, CVaR. Visual distribution chart in API response.","2026-02-07T00:00:00.000Z"
"Risk-Adjusted Position Sizing Calculator API","ps-8","Implement client SDK libraries (Python, JavaScript, Excel)","backlog","medium","API","Publish SDKs: Python (PyPI), JavaScript (npm), Excel add-in (for traders). Pre-built functions: calculate_size(), check_risk(), get_regime(). Integration guides for common trading platforms.","2026-02-07T00:00:00.000Z"
"Risk-Adjusted Position Sizing Calculator API","ps-9","Build usage monitoring and client performance dashboard","backlog","low","Infra; UI","Track: API calls per client, response times, error rates. Client-facing: position sizing history, risk limit utilization, and sizing recommendation accuracy over time.","2026-02-07T00:00:00.000Z"
"Risk-Adjusted Position Sizing Calculator API","ps-10","Launch with per-call and platform pricing","backlog","low","Billing; Launch","Per-call: $0.01/call (high volume), Platform: $1,000/mo (unlimited, SLA). Trading platform partnerships: integrate into TradingView, ThinkOrSwim via plugin. White-label API for brokers.","2026-02-07T00:00:00.000Z"
"M&A Arbitrage Opportunity Tracker","ma-1","Build FMP M&A deal universe tracker","backlog","high","Setup; FMP","Monitor FMP /mergers-acquisitions-rss-feed for new deals. Parse: acquirer, target, deal value, payment type (cash/stock/mixed), expected close date, regulatory requirements. Maintain active deal database.","2026-02-07T00:00:00.000Z"
"M&A Arbitrage Opportunity Tracker","ma-2","Integrate Massive.com real-time pricing for spread calculation","backlog","high","Core; Massive","For each active deal: pull Massive real-time prices for target (and acquirer in stock deals). Calculate: current spread (offer vs market price), annualized return, and spread % relative to deal terms.","2026-02-07T00:00:00.000Z"
"M&A Arbitrage Opportunity Tracker","ma-3","Implement deal completion probability estimation model","backlog","high","AI; Data","Score deal completion probability (0-100%) based on: regulatory risk (sector, deal size, antitrust precedent), financing risk, shareholder approval likelihood, MAC clause analysis. Use FMP SEC filings for updates.","2026-02-07T00:00:00.000Z"
"M&A Arbitrage Opportunity Tracker","ma-4","Build expected value calculator with scenario analysis","backlog","medium","Core; Data","For each deal: calculate probability-weighted EV = (P(close) × spread return) - (P(fail) × downside to pre-deal price). Show IRR by expected close date. Scenario analysis: base, accelerated close, delayed, failed.","2026-02-07T00:00:00.000Z"
"M&A Arbitrage Opportunity Tracker","ma-5","Create regulatory milestone tracking and timeline","backlog","medium","Data; FMP","Track key milestones: HSR filing, SEC review, shareholder vote, international approvals (EU, China). Pull status updates from FMP SEC filings and news. Calculate days remaining to expected close.","2026-02-07T00:00:00.000Z"
"M&A Arbitrage Opportunity Tracker","ma-6","Build real-time deal dashboard with spread charts","backlog","medium","UI","Dashboard: active deals table (sortable by spread, EV, probability), spread history charts, deal timeline visualization, regulatory status tracker. Color-coded risk levels (green/yellow/red).","2026-02-07T00:00:00.000Z"
"M&A Arbitrage Opportunity Tracker","ma-7","Implement spread widening alerts and risk notifications","backlog","medium","Alerts","Alert when: spread widens >50bps in a day (potential deal risk), new regulatory filing detected, analyst report on deal risk, or significant volume in target stock. Push via Telegram/email.","2026-02-07T00:00:00.000Z"
"M&A Arbitrage Opportunity Tracker","ma-8","Build historical deal database with resolution tracking","backlog","medium","Data","Archive all completed/failed deals with: announced spread, final spread, close date vs expected, return achieved. Build statistical models: avg completion rate by deal size, sector, and regulatory regime.","2026-02-07T00:00:00.000Z"
"M&A Arbitrage Opportunity Tracker","ma-9","Add options-enhanced arb strategy calculator","backlog","low","Options; Massive","For each deal: calculate risk reversal (sell put, buy call) to enhance returns. Compare: stock arb return vs options-enhanced return vs collar protection. Use Massive options data for pricing.","2026-02-07T00:00:00.000Z"
"M&A Arbitrage Opportunity Tracker","ma-10","Launch targeting merger arb desks and event-driven funds","backlog","low","Billing; Launch","Pricing: $499/mo (dashboard + alerts), $1,499/mo (API + historical data + options strategies). Target: merger arb funds, event-driven hedge funds, special situations desks. Conference marketing.","2026-02-07T00:00:00.000Z"
"Insider Trading Pattern Detector","id-1","Build FMP insider transaction ingestion and normalization","backlog","high","Setup; FMP","Pull FMP /insider-trading endpoint for all US equities. Normalize: insider name, title, transaction type (buy/sell/exercise), shares, dollar value, remaining ownership. Daily refresh with deduplication.","2026-02-07T00:00:00.000Z"
"Insider Trading Pattern Detector","id-2","Implement cluster buying detection algorithm","backlog","high","Core; Data","Detect ""cluster buys"": 3+ unique insiders buying within 30-day window. Score by: number of insiders, aggregate dollar value, insider seniority (CEO/CFO weight higher), and buy-to-sell ratio.","2026-02-07T00:00:00.000Z"
"Insider Trading Pattern Detector","id-3","Cross-reference with FMP financial statement trends","backlog","high","Core; FMP","For each cluster: pull recent financials from FMP. Check if insiders are buying during: revenue acceleration, margin improvement, pre-earnings, or after stock pullback. Flag ""smart money"" vs routine transactions.","2026-02-07T00:00:00.000Z"
"Insider Trading Pattern Detector","id-4","Integrate Massive.com options data for confirmation signals","backlog","medium","Massive; Options","Check Massive options data for each flagged stock: unusual call buying, low put/call ratio, OI buildup in near-term calls. Score as ""confirmed"" when insider buying + bullish options flow align.","2026-02-07T00:00:00.000Z"
"Insider Trading Pattern Detector","id-5","Build insider reputation tracking and hit rate database","backlog","medium","Data","Track each insider's historical buying accuracy: stock performance 30/60/90/180 days after their purchases. Build reputation score for each insider. Highlight ""smart"" insiders with >60% hit rate.","2026-02-07T00:00:00.000Z"
"Insider Trading Pattern Detector","id-6","Create daily insider activity digest and weekly report","backlog","medium","Output; AI","Daily: top 5 most notable insider transactions with AI context. Weekly: comprehensive report with cluster analysis, sector trends, and ""insider conviction index"". PDF + email distribution.","2026-02-07T00:00:00.000Z"
"Insider Trading Pattern Detector","id-7","Implement real-time cluster alerts with conviction scoring","backlog","medium","Alerts","Alert within 1 hour of cluster formation with: tickers, insider names/titles, dollar values, conviction score (1-10), fundamental context, and options flow confirmation status.","2026-02-07T00:00:00.000Z"
"Insider Trading Pattern Detector","id-8","Build interactive dashboard with insider activity heatmap","backlog","medium","UI","Dashboard: sector heatmap of insider buying/selling, individual stock insider timelines, cluster detection live feed. Search by ticker, insider name, or sector. Filter by transaction size and insider title.","2026-02-07T00:00:00.000Z"
"Insider Trading Pattern Detector","id-9","Create historical performance backtesting of signals","backlog","low","Testing; Data","Backtest cluster buy signals over 5 years: average return at 30/60/90 days, win rate by conviction score, sector performance differences. Publish auditable track record with methodology.","2026-02-07T00:00:00.000Z"
"Insider Trading Pattern Detector","id-10","Launch with subscription pricing and free tier","backlog","low","Billing; Launch","Free (delayed daily digest), Pro ($149/mo, real-time alerts + dashboard + weekly report), API ($499/mo, programmatic access). Landing page with track record, sample alerts, and free email signup.","2026-02-07T00:00:00.000Z"
"Implied Volatility Surface Analytics Platform","iv-1","Build Massive.com full options chain data collection pipeline","backlog","high","Setup; Massive","Collect options chain snapshots from Massive at 15-minute intervals during market hours for top 500 underlyings. Store: bid, ask, mid, delta, gamma, theta, vega, IV, OI, volume per strike/expiry combination.","2026-02-07T00:00:00.000Z"
"Implied Volatility Surface Analytics Platform","iv-2","Implement IV surface construction engine (interpolation + smoothing)","backlog","high","Core; Options","Build IV surface for each underlying using SVI (Stochastic Volatility Inspired) parameterization. Interpolate across strikes (delta space) and time (DTE). Apply no-arbitrage constraints. Store fitted parameters.","2026-02-07T00:00:00.000Z"
"Implied Volatility Surface Analytics Platform","iv-3","Build historical IV surface database with time series","backlog","high","Data; Infra","Store daily end-of-day IV surfaces for 2+ years. Enable queries: IV at specific delta/DTE over time, surface evolution before/after events, regime comparison. TimescaleDB or ClickHouse for time-series optimization.","2026-02-07T00:00:00.000Z"
"Implied Volatility Surface Analytics Platform","iv-4","Implement skew analytics (put skew, call skew, skew dynamics)","backlog","medium","Core; Options","Calculate and track: 25-delta risk reversal, 25-delta butterfly, skew slope (per-strike), term structure of skew. Detect anomalies: skew flattening, inversions, and convexity changes. Historical percentile ranking.","2026-02-07T00:00:00.000Z"
"Implied Volatility Surface Analytics Platform","iv-5","Build term structure analysis and calendar spread opportunity detector","backlog","medium","Data; Options","Track IV term structure (ATM IV by DTE). Detect: contango/backwardation, term structure kinks (near earnings), and calendar spread opportunities where front/back month IV ratio is at historical extremes.","2026-02-07T00:00:00.000Z"
"Implied Volatility Surface Analytics Platform","iv-6","Create volatility regime classification and transition detection","backlog","medium","AI; FMP","Classify current vol regime per stock and market-wide: low, normal, elevated, high, extreme. Detect regime transitions in real-time. Cross-reference with FMP fundamentals for catalyst identification.","2026-02-07T00:00:00.000Z"
"Implied Volatility Surface Analytics Platform","iv-7","Build 3D surface visualization dashboard","backlog","medium","UI","Interactive 3D surface plot (strike × DTE × IV), time-lapse surface evolution, skew and term structure 2D charts, anomaly alerts. Professional-grade visualization using Three.js or Plotly. Dark theme.","2026-02-07T00:00:00.000Z"
"Implied Volatility Surface Analytics Platform","iv-8","Implement API for programmatic surface access","backlog","medium","API","REST API: /surface/{ticker}/{date} (full surface), /skew/{ticker}, /term-structure/{ticker}, /anomalies, /regime. Support: JSON, Parquet, CSV output. WebSocket for real-time surface updates. Rate limiting by tier.","2026-02-07T00:00:00.000Z"
"Implied Volatility Surface Analytics Platform","iv-9","Build custom alert engine for surface anomalies","backlog","low","Alerts","Enterprise clients define custom rules: ""alert when AAPL 25D RR exceeds 95th percentile"" or ""notify when term structure inverts for any S&P 500 stock"". Rule engine with backtesting of alert criteria.","2026-02-07T00:00:00.000Z"
"Implied Volatility Surface Analytics Platform","iv-10","Launch with institutional pricing and trading desk focus","backlog","low","Billing; Launch","Options Desk ($2,000/mo, dashboard + alerts), Quant Research ($5,000/mo, API + historical data), Market Maker ($10,000/mo, real-time + full tick history). Target: options trading desks, vol arb funds.","2026-02-07T00:00:00.000Z"
"Factor-Based Stock Scoring Engine","fs-1","Build FMP bulk data pipeline for full US equity universe","backlog","high","Setup; FMP","Pull FMP bulk endpoints: income statement, balance sheet, cash flow, key metrics, and ratios for all US equities (~8,000 tickers). Daily batch processing with incremental updates. Store in PostgreSQL with partitioning.","2026-02-07T00:00:00.000Z"
"Factor-Based Stock Scoring Engine","fs-2","Implement Value factor scoring (5 sub-factors)","backlog","high","Core; Data","Calculate: P/E relative to sector, P/B, EV/EBITDA, FCF yield, dividend yield. Normalize each 0-100 within sector. Composite Value Score = weighted average. Handle negative earnings and financial sector adjustments.","2026-02-07T00:00:00.000Z"
"Factor-Based Stock Scoring Engine","fs-3","Implement Quality factor scoring (5 sub-factors)","backlog","high","Core; Data","Calculate: ROE stability, gross margin trend, debt/equity, accruals ratio, earnings quality (cash conversion). Score each 0-100 within sector. Piotroski F-Score as supplemental quality metric.","2026-02-07T00:00:00.000Z"
"Factor-Based Stock Scoring Engine","fs-4","Implement Momentum factor scoring (price + earnings)","backlog","medium","Core; Data","Price momentum: 12-1 month return, 6-month return, 52-week high proximity. Earnings momentum: EPS revision breadth, estimate change magnitude, surprise trend. Combined momentum score 0-100.","2026-02-07T00:00:00.000Z"
"Factor-Based Stock Scoring Engine","fs-5","Implement Growth factor scoring (revenue + earnings growth)","backlog","medium","Core; Data","Calculate: 3-year revenue CAGR, EPS growth rate, analyst estimated forward growth, sequential revenue acceleration, R&D intensity. Score 0-100. Growth quality adjustment for profitability.","2026-02-07T00:00:00.000Z"
"Factor-Based Stock Scoring Engine","fs-6","Build composite multi-factor score with custom weighting","backlog","medium","Data","Combine Value (25%), Quality (25%), Momentum (25%), Growth (25%) into single composite score. Support client-customizable weights. Include factor exposure analytics: how much of each factor drives the composite.","2026-02-07T00:00:00.000Z"
"Factor-Based Stock Scoring Engine","fs-7","Implement historical factor backtesting engine","backlog","medium","Testing; Data","Backtest factor portfolios: monthly rebalance to top/bottom quintile of each factor. Calculate: factor return, Sharpe ratio, max drawdown, factor crowding metrics. 10+ year backtest with FMP historical data.","2026-02-07T00:00:00.000Z"
"Factor-Based Stock Scoring Engine","fs-8","Build REST API with universe-wide data access","backlog","medium","API","Endpoints: /scores (full universe rankings), /score/{ticker} (single stock), /factors/{factor} (individual factor), /backtest (factor strategy results), /custom (custom-weighted composite). Bulk CSV download.","2026-02-07T00:00:00.000Z"
"Factor-Based Stock Scoring Engine","fs-9","Create factor analytics dashboard and visualization","backlog","low","UI","Dashboard: factor return charts, crowding indicators, factor rotation signals, top/bottom stocks by factor. Heatmap of factor scores by sector. Useful for marketing and client demos.","2026-02-07T00:00:00.000Z"
"Factor-Based Stock Scoring Engine","fs-10","Launch API to quant funds and robo-advisors","backlog","low","Billing; Launch","Pricing: Research ($1,000/mo, daily scores, 500 tickers), Professional ($3,000/mo, full universe, backtesting), Enterprise ($5,000/mo, custom factors, real-time, SLA). Target: quant funds, robo-advisors, wealth tech.","2026-02-07T00:00:00.000Z"
"Earnings Revision Momentum Tracker","er-1","Build FMP analyst estimates tracking pipeline","backlog","high","Setup; FMP","Pull FMP /analyst-estimates endpoint for full US universe. Track: current quarter EPS estimate, next quarter, current year, next year. Store daily snapshots to calculate estimate changes over time.","2026-02-07T00:00:00.000Z"
"Earnings Revision Momentum Tracker","er-2","Implement estimate revision momentum scoring","backlog","high","Core; Data","Calculate revision breadth (% of analysts revising up vs down), revision magnitude (avg % change in estimates), and revision acceleration (is pace of revision increasing). Composite Revision Score 0-100.","2026-02-07T00:00:00.000Z"
"Earnings Revision Momentum Tracker","er-3","Build multi-timeframe revision trend analysis","backlog","high","Core; Data","Track revisions over: 7-day, 30-day, 90-day windows. Detect inflection points: when revisions shift from negative to positive momentum (or vice versa). Flag early-stage upward revision cycles.","2026-02-07T00:00:00.000Z"
"Earnings Revision Momentum Tracker","er-4","Integrate Massive.com options data for smart money confirmation","backlog","medium","Massive; Options","Cross-reference revision momentum with Massive options data: is unusual call buying confirming upward revisions? Are institutions buying puts despite upward revisions (divergence warning)? Score confirmation 0-10.","2026-02-07T00:00:00.000Z"
"Earnings Revision Momentum Tracker","er-5","Build historical revision-to-price-performance correlation model","backlog","medium","Testing; Data","Backtest: how well does revision momentum predict future stock returns? Calculate average return by revision score quintile at 30/60/90/180 day horizons. Identify sector-specific patterns.","2026-02-07T00:00:00.000Z"
"Earnings Revision Momentum Tracker","er-6","Create weekly ""Revision Momentum"" report with top picks","backlog","medium","Output; AI","Weekly report: top 10 positive revision momentum stocks, top 10 negative, sector-level revision trends, and ""confirmed"" signals (revision + options alignment). AI-written analysis for each pick.","2026-02-07T00:00:00.000Z"
"Earnings Revision Momentum Tracker","er-7","Implement real-time revision alerts for watchlisted stocks","backlog","medium","Alerts","Alert subscribers when: analyst revises estimates >5%, revision breadth crosses 60% threshold, or revision momentum inflects for a watchlisted stock. Include context: which analyst, new vs old estimate.","2026-02-07T00:00:00.000Z"
"Earnings Revision Momentum Tracker","er-8","Build screening dashboard with revision analytics","backlog","medium","UI","Interactive screener: filter by revision score, sector, market cap, confirmation status. Sparkline charts showing estimate evolution. Sortable by revision momentum, magnitude, and acceleration.","2026-02-07T00:00:00.000Z"
"Earnings Revision Momentum Tracker","er-9","Add price target revision tracking and consensus shift detection","backlog","low","Data; FMP","Track analyst price targets alongside EPS estimates. Detect consensus target shifts: widening target range (uncertainty), target convergence (consensus forming), and target-to-price ratio for upside/downside.","2026-02-07T00:00:00.000Z"
"Earnings Revision Momentum Tracker","er-10","Launch with subscription and API pricing","backlog","low","Billing; Launch","Subscriber ($199/mo, weekly report + dashboard + alerts), Professional ($349/mo, API access + backtesting), Institutional ($499/mo, custom screens + bulk data). Free weekly summary email for lead gen.","2026-02-07T00:00:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","cp-1","Build FMP 13F institutional holdings ingestion pipeline","backlog","high","Setup; FMP","Pull FMP /institutional-holder/ and /13f endpoints for top 100 hedge funds and asset managers. Parse: fund name, CIK, holdings (ticker, shares, value), report date. Quarterly refresh with historical archive.","2026-02-07T00:00:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","cp-2","Implement quarter-over-quarter holdings diff engine","backlog","high","Core; Data","For each fund: calculate QoQ changes: new positions (initiated), increased positions, decreased positions, and exited positions. Dollar-weighted change significance. Detect conviction buys (>2% of portfolio).","2026-02-07T00:00:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","cp-3","Build ""smart money consensus"" aggregation algorithm","backlog","high","Core; AI","Aggregate across top funds: how many are buying vs selling each stock? Weight by fund size, historical performance, and conviction level. Calculate ""smart money score"" (0-100) for each US equity.","2026-02-07T00:00:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","cp-4","Create copycat portfolio constructor for popular funds","backlog","medium","Data","For selected funds (Berkshire, Bridgewater, Renaissance, Tiger Global, etc.): build replicable portfolio. Handle: position sizing normalization, liquidity constraints, and practical minimum position sizes.","2026-02-07T00:00:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","cp-5","Build rebalancing signal generator with timing optimization","backlog","medium","Core; Output","When new 13F is filed: calculate required trades to match updated fund holdings. Optimize execution timing: avoid front-running other copycats, spread execution over 3-5 days, size-appropriate for subscriber capital.","2026-02-07T00:00:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","cp-6","Create fund manager profile pages with track records","backlog","medium","UI; Content","For each tracked fund: public page with investment style, sector allocation, top holdings, recent changes, and estimated performance (based on 13F holdings). Compare fund performance vs S&P 500.","2026-02-07T00:00:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","cp-7","Build quarterly ""What Hedge Funds Are Buying"" report","backlog","medium","Output; AI","AI-written quarterly report: biggest position initiations across all funds, consensus buys/sells, sector rotation trends, and contrarian plays (single fund large positions). Email + PDF distribution.","2026-02-07T00:00:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","cp-8","Implement alert system for new 13F filings and major moves","backlog","medium","Alerts","Alert subscribers within 1 hour of new 13F filing by tracked funds. Highlight: significant new positions, complete exits, and conviction increases. Include AI summary of implications.","2026-02-07T00:00:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","cp-9","Build copycat portfolio performance tracking and comparison","backlog","low","Data; Testing","Track: each copycat portfolio performance vs benchmark, rebalancing costs, tracking error. Compare copycat returns vs actual fund returns (13F lag). Publish performance leaderboard.","2026-02-07T00:00:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","cp-10","Launch with retail and advisor pricing tiers","backlog","low","Billing; Launch","Retail ($29/mo, quarterly report + top 5 fund tracking), Premium ($99/mo, all funds + alerts + copycat portfolios), Advisor ($499/mo, client-facing reports + API). Freemium: public fund profile pages for SEO.","2026-02-07T00:00:00.000Z"
"Options Chain Analyzer","task-oca-42","Add VIX Regime Detection (v2.0.0)","done","high","feature; v2.0.0","Fetch VIX data from Polygon API and classify into 5 regimes: LOW (<15), NORMAL (15-20), ELEVATED (20-25), HIGH (25-30), EXTREME (>30). Adjusts position sizing and confidence scores based on regime. Includes 90-day VIX percentile and term structure (contango/backwardation) analysis.","2026-02-10T13:54:29.562Z"
"Options Chain Analyzer","task-oca-43","Add institutional signals node (v2.1.0)","done","urgent","feature; v2.1.0","New ""Fetch Institutional Signals"" code node that computes 5 institutional-grade indicators per ticker from Polygon options snapshot: Put/Call Ratio (PCR - volume, OI, dollar-weighted), Unusual Options Activity (UOA - vol/OI > 2x + large blocks > $100K), IV Skew (OTM put vs call IV + 25-delta skew), Dealer Gamma Exposure (GEX - per-strike gamma*OI*100*price), and Net Sentiment composite score (-100 to +100).","2026-02-10T13:54:29.562Z"
"Options Chain Analyzer","task-oca-44","Integrate institutional signals into reports (v2.1.0)","done","high","feature; v2.1.0","Updated Compile Report node with institutional signals dashboard (PCR gauge, UOA alerts, IV Skew, GEX, Net Sentiment), per-opportunity signal rows in HTML email, and Telegram summary with signal indicators.","2026-02-10T13:54:29.562Z"
"Options Chain Analyzer","task-oca-45","Deploy v2.1.0 with Institutional Signals","done","urgent","deployed; release","Deployed v2.1.0 with all 5 institutional-grade signals (PCR, UOA, IV Skew, GEX, Net Sentiment) plus VIX regime detection from v2.0.0. 14 nodes, all validated.","2026-02-10T13:54:29.562Z"
"Options Chain Analyzer","task-oca-46","Fix instConfAdj scope bug (v2.1.0 hotfix)","done","urgent","bug-fix; v2.1.0","Fixed ReferenceError: instConfAdj is not defined [line 342]. Root cause: instConfAdj was declared with const inside the Bull Put Spread if-block (block scope), making it inaccessible to sibling Cash-Secured Put, Iron Condor, and Jade Lizard blocks. Fix: Moved instSig and instConfAdj declarations to for-loop level after backtestResults initialization.","2026-02-10T13:54:29.562Z"
"Options Chain Analyzer","task-oca-47","Fix getInstSignalClass scope bug in Compile Report (v2.1.0 hotfix #2)","done","urgent","bug-fix; v2.1.0","Fixed ReferenceError: getInstSignalClass is not defined [line 388]. Root cause: getInstSignalClass was declared with const inside the if (instTickers.length > 0) block, but used in the Top Recommendation HTML section outside that block. Fix: Moved function to module level before the if block.","2026-02-10T13:54:29.562Z"
"Personal Daily & Weekly Brief","task-pdb-1","Build & deploy Personal Daily Brief workflow to n8n","done","high","deployed; feature","Created 43-node n8n workflow with dual schedule (daily 8AM + weekly Sunday 2PM), RSS ingestion from WSJ/Barron's/Substack, Gemini AI scoring, ElevenLabs TTS audio, Gmail + Telegram delivery. Deployed as workflow YfKJvYakzFHbFgS3.","2026-02-10T13:54:29.562Z"
"Personal Daily & Weekly Brief","task-pdb-2","Extract and configure WSJ/Barron's session cookies","todo","high","setup","Log into wsj.com and barrons.com in Chrome, extract session cookies via DevTools (F12 > Application > Cookies), paste into Configure Sources node in n8n.","2026-02-10T13:54:29.562Z"
"Personal Daily & Weekly Brief","task-pdb-3","Add Substack newsletter RSS feeds","todo","medium","setup","Add personal Substack subscriptions to the Configure Sources node. Format: https://NEWSLETTER-NAME.substack.com/feed","2026-02-10T13:54:29.562Z"
"Personal Daily & Weekly Brief","task-pdb-4","Create PersonalBrief tab in Google Sheets","todo","medium","setup","Add a new tab called ""PersonalBrief"" to the existing Newsletters spreadsheet with columns: Date, Time, Mode, Article Count, Avg Score, Threshold Used, Sources, Top Article, Top Source, Cookie Expired","2026-02-10T13:54:29.562Z"
"Personal Daily & Weekly Brief","task-pdb-5","Test workflow with Manual Trigger","todo","high","testing","Run end-to-end test: verify RSS feeds return articles, AI scoring works, email draft is created, Telegram text arrives, ElevenLabs audio generates, Telegram audio message arrives.","2026-02-10T13:54:29.562Z"
"Personal Daily & Weekly Brief","task-pdb-6","Activate workflow for daily/weekly schedule","todo","medium","deploy","Once testing passes, toggle the workflow Active switch. Daily trigger fires Mon-Sat 8AM ET, Weekly trigger fires Sunday 2PM ET.","2026-02-10T13:54:29.562Z"
"Personal Daily & Weekly Brief","task-pdb-7","Add more news sources (Bloomberg, FT, Reuters)","backlog","low","enhancement","Expand source list to include Bloomberg, Financial Times, Reuters, and other subscribed publications. Will need additional cookie configurations for paywalled sources.","2026-02-10T13:54:29.562Z"
"Personal Daily & Weekly Brief","task-pdb-8","Implement automated cookie refresh","backlog","low","enhancement","Use headless browser (Puppeteer) or browser extension to auto-extract and update WSJ/Barron's session cookies. Eliminates manual 2-week refresh cycle.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-1","Daily 9AM schedule trigger + manual test trigger","done","high","Core","Configured n8n scheduleTrigger node for daily 9:00 AM execution. Added manualTrigger node for on-demand testing without waiting for schedule.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-2","Category rotation system (10 categories, day-based)","done","high","Core","Code node picks from 10 dev categories (web-app, mobile-app, cli-tool, ai-ml, automation, browser-extension, api-service, data-tool, devtool, saas) using day-of-year with random offset for variety.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-3","Claude Sonnet idea generation with structured JSON output","done","high","AI","HTTP Request to Anthropic API (claude-sonnet-4-5) with system prompt for software architect persona. Returns strict JSON: name, description, category, difficulty, techStack array, elevatorPitch. Max 1024 tokens.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-4","Parse and validate Claude JSON response","done","medium","Core","Code node strips markdown fences, parses JSON, validates all 6 required fields, formats tech stack for display, builds emoji-formatted Telegram message with all idea details.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-5","Telegram message with Approve/Decline inline buttons","done","medium","Telegram","Sends formatted Markdown message to Telegram chat with inline keyboard: Approve button (callback_data: approve_{ideaId}) and Decline button (callback_data: decline_{ideaId}). Uses Telegram Bot API.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-6","Add Google Sheets logging node (parallel with Telegram)","done","high","Google Sheets","Added googleSheets node (appendOrUpdate operation) running in parallel with Telegram send. Logs all idea data to Google Sheet: Date, Idea ID, Name, Category, Difficulty, Tech Stack, Description, Elevator Pitch, Status (Pending), Generated At timestamp. Uses existing Google Sheets OAuth credential. Set to continueRegularOutput on error so Telegram delivery is never blocked.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-7","Pass date field through Parse Idea for Sheets logging","done","medium","Core","Updated Parse Idea code node to carry the date field from Pick Category through to output JSON, so the Google Sheets node can write it. Previously date was only used in Claude prompt but dropped from output.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-8","Create Google Sheet with required column headers","todo","high","Google Sheets","Create a new Google Sheet (or designate existing one) with these exact column headers in Row 1: Date, Idea ID, Name, Category, Difficulty, Tech Stack, Description, Elevator Pitch, Status, Generated At. Copy the sheet URL into the Log Idea to Google Sheets node documentId parameter.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-9","Deploy updated workflow to n8n cloud","todo","high","Deploy","Import the updated idea-generator-workflow.json to n8n cloud, replacing the existing version. Verify Google Sheets credential is connected. Test with Manual Trigger to confirm both Telegram and Sheets outputs work.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-10","Update approval handler to set Sheet status to Approved/Declined","backlog","medium","Google Sheets; Telegram","When the Idea Approval Handler workflow processes a callback, update the matching row in Google Sheets to set Status column to ""Approved"" or ""Declined"". Use the Idea ID as lookup key with Google Sheets update operation.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-11","Add conditional formatting and data validation to Sheet","backlog","low","Google Sheets","Set up Google Sheets conditional formatting: green for Approved status, red for Declined, yellow for Pending. Add data validation dropdowns for Status and Difficulty columns. Freeze header row.","2026-02-10T13:54:29.562Z"
"Daily Idea Generator - Telegram + Sheets","task-ig-12","Add weekly summary Sheets formula row (counts by category/status)","backlog","low","Google Sheets","Add a summary section or separate tab in Google Sheets with COUNTIF formulas: total ideas generated, approved rate, ideas per category, ideas per difficulty level, weekly/monthly generation counts.","2026-02-10T13:54:29.562Z"
"Real-Time Market Commenter v3.0","task-mkt-34","Index Performance Dashboard (v3.1)","todo","high","v3.1; feature","Show DOW JONES, S&P 500, NASDAQ with actual index levels (^GSPC, ^IXIC, ^DJI) and Chg% from FMP quote endpoint. Fallback to ETF proxies (SPY/QQQ/DIA) if unavailable. Display Last Print and Chg% in Telegram message header.","2026-02-11T15:52:18.588Z"
